2, 0, 0.036344
4, 0, 0.119209
8, 0, 0.518301
16, 0, 1.673113
32, 0, 5.298189
64, 0, 7.629397
128, 0, 6.158946
256, 0, 5.521046
512, 0, 5.018823
1024, 0, 2.898220
2048, 0, 2.028044
4096, 0, 1.048010
8192, 0, 0.742160
4, 2, 0.112462
8, 2, 0.378442
8, 4, 0.317891
16, 2, 1.324547
16, 4, 1.563400
16, 8, 1.513768
32, 2, 3.667977
32, 4, 3.892547
32, 8, 4.768371
32, 16, 4.954151
64, 2, 6.357829
64, 4, 5.316652
64, 8, 7.335956
64, 16, 8.159783
64, 32, 8.975759
128, 2, 6.857882
128, 4, 7.163749
128, 8, 7.815000
128, 16, 5.493713
128, 32, 7.572598
128, 64, 8.148886
256, 2, 5.110752
256, 4, 6.744216
256, 8, 9.205908
256, 16, 6.043086
256, 32, 6.947657
256, 64, 6.128027
256, 128, 5.488773
512, 2, 4.646535
512, 4, 4.743587
512, 8, 6.103516
512, 16, 5.993020
512, 32, 5.739420
512, 64, 5.322157
512, 128, 5.597950
1024, 2, 3.047544
1024, 4, 4.477950
1024, 8, 4.358876
1024, 16, 4.697667
1024, 32, 4.695689
1024, 64, 3.671184
1024, 128, 3.581810
2048, 2, 2.188476
2048, 4, 2.771195
2048, 8, 2.972980
2048, 16, 3.034746
2048, 32, 2.961787
2048, 64, 2.693751
2048, 128, 2.607391
4096, 2, 1.505106
4096, 4, 2.129833
4096, 8, 2.255699
4096, 16, 2.245577
4096, 32, 2.211703
4096, 64, 2.244871
4096, 128, 2.302276
8192, 2, 1.241028
8192, 4, 1.838474
8192, 8, 1.912921
8192, 16, 1.866128
8192, 32, 1.845142
8192, 64, 2.012227
8192, 128, 2.012227
