2, 0.000001
2, 0.000000
2, 0.000000
2, 0.000002
2, 0.000000
2, 0.000001
2, 0.000001
2, 0.000000
2, 0.000001
2, 0.000001
2, 0.000001
2, 0.000000
2, 0.000000
2, 0.000001
2, 0.000001
2, 0.000000
2, 0.000001
2, 0.000000
2, 0.000000
2, 0.000000
2, 0.000000
2, 0.000001
2, 0.000001
2, 0.000001
2, 0.000001
2, 0.000000
2, 0.000000
2, 0.000001
2, 0.000000
2, 0.000004
2, 0.000001
2, 0.000002
2, 0.000000
2, 0.000001
2, 0.000001
2, 0.000000
2, 0.000001
2, 0.000001
2, 0.000006
2, 0.000001
2, 0.000001
2, 0.000000
2, 0.000000
2, 0.000001
2, 0.000001
2, 0.000001
2, 0.000001
2, 0.000001
2, 0.000001
2, 0.000000
4, 0.000001
4, 0.000000
4, 0.000002
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000000
4, 0.000000
4, 0.000000
4, 0.000001
4, 0.000000
4, 0.000002
4, 0.000001
4, 0.000001
4, 0.000000
4, 0.000001
4, 0.000001
4, 0.000000
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000000
4, 0.000001
4, 0.000001
4, 0.000000
4, 0.000001
4, 0.000006
4, 0.000003
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000000
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000004
4, 0.000001
4, 0.000002
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
4, 0.000001
8, 0.000001
8, 0.000001
8, 0.000000
8, 0.000001
8, 0.000002
8, 0.000001
8, 0.000000
8, 0.000000
8, 0.000000
8, 0.000000
8, 0.000001
8, 0.000002
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000000
8, 0.000001
8, 0.000001
8, 0.000002
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000002
8, 0.000002
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000004
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000002
8, 0.000002
8, 0.000001
8, 0.000001
8, 0.000001
8, 0.000000
8, 0.000002
8, 0.000001
8, 0.000001
8, 0.000000
8, 0.000001
8, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000002
16, 0.000001
16, 0.000000
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000002
16, 0.000002
16, 0.000001
16, 0.000001
16, 0.000000
16, 0.000001
16, 0.000002
16, 0.000001
16, 0.000001
16, 0.000000
16, 0.000001
16, 0.000000
16, 0.000000
16, 0.000001
16, 0.000001
16, 0.000002
16, 0.000003
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000005
16, 0.000002
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000002
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000001
16, 0.000000
16, 0.000001
32, 0.000003
32, 0.000002
32, 0.000002
32, 0.000002
32, 0.000002
32, 0.000001
32, 0.000004
32, 0.000001
32, 0.000001
32, 0.000002
32, 0.000001
32, 0.000001
32, 0.000001
32, 0.000001
32, 0.000001
32, 0.000002
32, 0.000002
32, 0.000001
32, 0.000002
32, 0.000001
32, 0.000001
32, 0.000001
32, 0.000001
32, 0.000001
32, 0.000003
32, 0.000002
32, 0.000002
32, 0.000002
32, 0.000003
32, 0.000004
32, 0.000004
32, 0.000002
32, 0.000005
32, 0.000003
32, 0.000002
32, 0.000004
32, 0.000002
32, 0.000004
32, 0.000002
32, 0.000002
32, 0.000002
32, 0.000002
32, 0.000003
32, 0.000004
32, 0.000002
32, 0.000001
32, 0.000002
32, 0.000002
32, 0.000010
32, 0.000002
64, 0.000003
64, 0.000003
64, 0.000004
64, 0.000007
64, 0.000005
64, 0.000006
64, 0.000005
64, 0.000012
64, 0.000005
64, 0.000006
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000048
64, 0.000004
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000004
64, 0.000004
64, 0.000003
64, 0.000002
64, 0.000006
64, 0.000003
64, 0.000003
64, 0.000004
64, 0.000004
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000005
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000002
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000003
64, 0.000006
64, 0.000004
128, 0.000016
128, 0.000016
128, 0.000017
128, 0.000021
128, 0.000018
128, 0.000016
128, 0.000016
128, 0.000018
128, 0.000018
128, 0.000022
128, 0.000017
128, 0.000019
128, 0.000012
128, 0.000017
128, 0.000011
128, 0.000014
128, 0.000011
128, 0.000010
128, 0.000011
128, 0.000010
128, 0.000022
128, 0.000013
128, 0.000012
128, 0.000014
128, 0.000016
128, 0.000017
128, 0.000019
128, 0.000017
128, 0.000017
128, 0.000016
128, 0.000018
128, 0.000044
128, 0.000027
128, 0.000019
128, 0.000039
128, 0.000017
128, 0.000025
128, 0.000019
128, 0.000019
128, 0.000015
128, 0.000019
128, 0.000041
128, 0.000058
128, 0.000021
128, 0.000022
128, 0.000024
128, 0.000028
128, 0.000021
128, 0.000018
128, 0.000023
256, 0.000141
256, 0.000080
256, 0.000048
256, 0.000044
256, 0.000065
256, 0.000041
256, 0.000048
256, 0.000051
256, 0.000040
256, 0.000041
256, 0.000036
256, 0.000040
256, 0.000046
256, 0.000109
256, 0.000089
256, 0.000063
256, 0.000036
256, 0.000039
256, 0.000037
256, 0.000088
256, 0.000177
