#I1m LLim I1mr LLimr D1m LLdm D1mr LLdmr LLm LLmr
2,237 2,130 0.10 0.09 14,561 9,245 1.9 1.2 11,375 0.4 
2,237 2,130 0.10 0.09 14,561 9,245 1.9 1.2 11,375 0.4 
2,234 2,127 0.10 0.09 14,561 9,245 1.9 1.2 11,372 0.4 
2,237 2,130 0.10 0.09 14,561 9,245 1.9 1.2 11,375 0.4 
2,234 2,127 0.10 0.09 14,561 9,245 1.9 1.2 11,372 0.4 
2,237 2,130 0.10 0.09 14,561 9,245 1.9 1.2 11,375 0.4 
2,237 2,130 0.10 0.09 14,561 9,245 1.9 1.2 11,375 0.4 
2,237 2,130 0.10 0.09 14,561 9,245 1.9 1.2 11,375 0.4 
2,237 2,130 0.10 0.09 14,561 9,245 1.9 1.2 11,375 0.4 

2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,234 2,127 0.10 0.09 14,570 9,254 1.9 1.2 11,381 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 
2,237 2,130 0.10 0.09 14,570 9,254 1.9 1.2 11,384 0.4 

2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,235 2,127 0.10 0.09 14,604 9,284 1.9 1.2 11,411 0.4 
2,238 2,130 0.10 0.09 14,604 9,284 1.9 1.2 11,414 0.4 

2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,246 2,137 0.09 0.09 14,726 9,392 1.9 1.2 11,529 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 
2,243 2,134 0.09 0.09 14,726 9,392 1.9 1.2 11,526 0.4 

2,248 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 
2,248 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 
2,246 2,137 0.09 0.08 15,219 9,800 1.8 1.1 11,937 0.3 
2,248 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 
2,245 2,136 0.09 0.08 15,219 9,800 1.8 1.1 11,936 0.3 
2,245 2,136 0.09 0.08 15,219 9,800 1.8 1.1 11,936 0.3 
2,248 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 
2,248 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 
2,245 2,136 0.09 0.08 15,219 9,800 1.8 1.1 11,936 0.3 
2,246 2,137 0.09 0.08 15,219 9,800 1.8 1.1 11,937 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,250 2,142 0.09 0.08 15,219 9,800 1.8 1.1 11,942 0.3 
2,246 2,137 0.09 0.08 15,219 9,800 1.8 1.1 11,937 0.3 
2,246 2,137 0.09 0.08 15,219 9,800 1.8 1.1 11,937 0.3 
2,246 2,137 0.09 0.08 15,219 9,800 1.8 1.1 11,937 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,246 2,137 0.09 0.08 15,219 9,800 1.8 1.1 11,937 0.3 
2,246 2,137 0.09 0.08 15,219 9,800 1.8 1.1 11,937 0.3 
2,247 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 
2,248 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 
2,245 2,136 0.09 0.08 15,219 9,800 1.8 1.1 11,936 0.3 
2,245 2,136 0.09 0.08 15,219 9,800 1.8 1.1 11,936 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,243 2,134 0.09 0.08 15,219 9,800 1.8 1.1 11,934 0.3 
2,245 2,136 0.09 0.08 15,219 9,800 1.8 1.1 11,936 0.3 
2,248 2,139 0.09 0.08 15,219 9,800 1.8 1.1 11,939 0.3 

2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,278 2,140 0.07 0.06 18,342 11,384 1.6 1.0 13,524 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 
2,282 2,143 0.07 0.06 18,342 11,384 1.6 1.0 13,527 0.3 

2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,278 2,144 0.04 0.04 28,296 17,624 1.2 0.8 19,768 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 
2,282 2,147 0.04 0.04 28,296 17,624 1.2 0.8 19,771 0.2 

2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,272 2,139 0.01 0.01 66,210 42,392 1.0 0.6 44,531 0.2 
2,276 2,142 0.01 0.01 66,210 42,392 1.0 0.6 44,534 0.2 

2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,283 2,195 0.00 0.00 1,331,660 143,266 5.3 0.6 145,461 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 
2,288 2,200 0.00 0.00 1,331,660 143,267 5.3 0.6 145,467 0.2 
2,284 2,196 0.00 0.00 1,331,660 143,267 5.3 0.6 145,463 0.2 

2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,292 2,203 0.00 0.00 4,786,144 804,224 4.9 0.8 806,427 0.2 
2,289 2,200 0.00 0.00 4,786,144 804,223 4.9 0.8 806,423 0.2 

2,275 2,186 0.00 0.00 19,134,413 3,183,638 4.9 0.8 3,185,824 0.2 
2,275 2,186 0.00 0.00 19,134,413 3,183,638 4.9 0.8 3,185,824 0.2 
2,275 2,186 0.00 0.00 19,134,413 3,183,638 4.9 0.8 3,185,824 0.2 
2,272 2,183 0.00 0.00 19,134,413 3,183,638 4.9 0.8 3,185,821 0.2 
2,272 2,183 0.00 0.00 19,134,413 3,183,638 4.9 0.8 3,185,821 0.2 
