2, 0, 0.000001, 0.000000, 0.000003
4, 0, 0.000001, 0.000000, 0.000007
8, 0, 0.000001, 0.000000, 0.000002
16, 0, 0.000001, 0.000000, 0.000006
32, 0, 0.000001, 0.000001, 0.000003
64, 0, 0.000004, 0.000002, 0.000020
128, 0, 0.000020, 0.000013, 0.000046
256, 0, 0.000088, 0.000036, 0.000258
512, 0, 0.000389, 0.000163, 0.001415
1024, 0, 0.002696, 0.001448, 0.004674
2048, 0, 0.015409, 0.012902, 0.019576
4096, 0, 0.119274, 0.114467, 0.147512
8192, 0, 0.673710, 0.660650, 0.710240
4, 2, 0.000001, 0.000000, 0.000002
8, 2, 0.000001, 0.000000, 0.000003
8, 4, 0.000002, 0.000000, 0.000004
16, 2, 0.000001, 0.000001, 0.000006
16, 4, 0.000001, 0.000000, 0.000004
16, 8, 0.000001, 0.000000, 0.000004
32, 2, 0.000002, 0.000001, 0.000005
32, 4, 0.000002, 0.000001, 0.000005
32, 8, 0.000002, 0.000001, 0.000004
32, 16, 0.000002, 0.000001, 0.000006
64, 2, 0.000005, 0.000004, 0.000008
64, 4, 0.000006, 0.000004, 0.000012
64, 8, 0.000004, 0.000003, 0.000008
64, 16, 0.000004, 0.000002, 0.000011
64, 32, 0.000003, 0.000002, 0.000008
128, 2, 0.000018, 0.000014, 0.000035
128, 4, 0.000017, 0.000014, 0.000037
128, 8, 0.000016, 0.000011, 0.000044
128, 16, 0.000022, 0.000013, 0.000111
128, 32, 0.000016, 0.000009, 0.000046
128, 64, 0.000015, 0.000009, 0.000042
256, 2, 0.000096, 0.000050, 0.000238
256, 4, 0.000072, 0.000043, 0.000185
256, 8, 0.000053, 0.000039, 0.000086
256, 16, 0.000081, 0.000041, 0.000203
256, 32, 0.000070, 0.000037, 0.000131
256, 64, 0.000080, 0.000037, 0.000578
256, 128, 0.000089, 0.000036, 0.000420
512, 2, 0.000420, 0.000205, 0.001563
512, 4, 0.000412, 0.000194, 0.001692
512, 8, 0.000320, 0.000169, 0.001263
512, 16, 0.000326, 0.000160, 0.001353
512, 32, 0.000340, 0.000180, 0.001341
512, 64, 0.000367, 0.000186, 0.001044
512, 128, 0.000349, 0.000180, 0.000958
1024, 2, 0.002564, 0.001330, 0.004428
1024, 4, 0.001745, 0.001000, 0.003434
1024, 8, 0.001792, 0.000839, 0.003844
1024, 16, 0.001663, 0.000866, 0.003877
1024, 32, 0.001664, 0.000882, 0.003192
1024, 64, 0.002128, 0.001013, 0.004004
1024, 128, 0.002181, 0.001091, 0.004423
2048, 2, 0.014279, 0.012281, 0.015416
2048, 4, 0.011277, 0.008095, 0.013898
2048, 8, 0.010511, 0.007330, 0.013823
2048, 16, 0.010297, 0.007491, 0.013230
2048, 32, 0.010551, 0.007639, 0.013608
2048, 64, 0.011601, 0.008062, 0.014674
2048, 128, 0.011985, 0.009337, 0.015080
4096, 2, 0.083051, 0.078658, 0.093008
4096, 4, 0.058690, 0.055344, 0.063623
4096, 8, 0.055415, 0.052273, 0.061177
4096, 16, 0.055665, 0.051245, 0.074100
4096, 32, 0.056518, 0.052279, 0.081910
4096, 64, 0.055682, 0.052716, 0.064952
4096, 128, 0.054294, 0.051991, 0.061916
8192, 2, 0.402892, 0.390624, 0.418491
8192, 4, 0.271965, 0.262900, 0.288094
8192, 8, 0.261380, 0.251996, 0.292820
8192, 16, 0.267934, 0.258714, 0.293058
8192, 32, 0.270982, 0.263285, 0.295199
8192, 64, 0.248481, 0.241240, 0.266009
8192, 128, 0.248481, 0.224110, 0.279066
