2, 0, 0.000001, 0.000000, 0.000006
4, 0, 0.000001, 0.000000, 0.000006
8, 0, 0.000001, 0.000000, 0.000004
16, 0, 0.000001, 0.000000, 0.000005
32, 0, 0.000002, 0.000001, 0.000010
64, 0, 0.000005, 0.000002, 0.000048
128, 0, 0.000020, 0.000010, 0.000058
256, 0, 0.000069, 0.000036, 0.000262
512, 0, 0.000375, 0.000157, 0.001749
1024, 0, 0.002819, 0.001446, 0.005012
2048, 0, 0.015262, 0.012894, 0.016475
4096, 0, 0.117681, 0.113117, 0.134834
8192, 0, 0.672656, 0.658925, 0.693422
4, 2, 0.000001, 0.000000, 0.000004
8, 2, 0.000001, 0.000000, 0.000004
8, 4, 0.000001, 0.000000, 0.000002
16, 2, 0.000002, 0.000001, 0.000006
16, 4, 0.000002, 0.000000, 0.000005
16, 8, 0.000001, 0.000001, 0.000008
32, 2, 0.000002, 0.000001, 0.000010
32, 4, 0.000002, 0.000001, 0.000004
32, 8, 0.000002, 0.000001, 0.000004
32, 16, 0.000001, 0.000001, 0.000005
64, 2, 0.000006, 0.000004, 0.000012
64, 4, 0.000005, 0.000003, 0.000030
64, 8, 0.000004, 0.000003, 0.000007
64, 16, 0.000004, 0.000003, 0.000011
64, 32, 0.000005, 0.000003, 0.000010
128, 2, 0.000032, 0.000018, 0.000115
128, 4, 0.000019, 0.000010, 0.000094
128, 8, 0.000013, 0.000010, 0.000046
128, 16, 0.000013, 0.000009, 0.000034
128, 32, 0.000012, 0.000009, 0.000021
128, 64, 0.000015, 0.000009, 0.000096
256, 2, 0.000100, 0.000051, 0.000212
256, 4, 0.000083, 0.000040, 0.000419
256, 8, 0.000069, 0.000038, 0.000161
256, 16, 0.000065, 0.000036, 0.000294
256, 32, 0.000062, 0.000037, 0.000197
256, 64, 0.000067, 0.000037, 0.000203
256, 128, 0.000087, 0.000040, 0.000498
512, 2, 0.000506, 0.000210, 0.001809
512, 4, 0.000456, 0.000180, 0.001800
512, 8, 0.000418, 0.000163, 0.001382
512, 16, 0.000352, 0.000147, 0.001144
512, 32, 0.000422, 0.000162, 0.001101
512, 64, 0.000461, 0.000164, 0.001615
512, 128, 0.000369, 0.000164, 0.001981
1024, 2, 0.002566, 0.001235, 0.004946
1024, 4, 0.001885, 0.000874, 0.003910
1024, 8, 0.001973, 0.000752, 0.004449
1024, 16, 0.002619, 0.000752, 0.005765
1024, 32, 0.001937, 0.000757, 0.004131
1024, 64, 0.002325, 0.000857, 0.004930
1024, 128, 0.002632, 0.000949, 0.005814
2048, 2, 0.013353, 0.010244, 0.018375
2048, 4, 0.011485, 0.006971, 0.015578
2048, 8, 0.013351, 0.007065, 0.022315
2048, 16, 0.010647, 0.007612, 0.015570
2048, 32, 0.010631, 0.007819, 0.013590
2048, 64, 0.009891, 0.007807, 0.015022
2048, 128, 0.010494, 0.007853, 0.014840
4096, 2, 0.083449, 0.076613, 0.087029
4096, 4, 0.060600, 0.055392, 0.066685
4096, 8, 0.058503, 0.052973, 0.089631
4096, 16, 0.066113, 0.053371, 0.100598
4096, 32, 0.057662, 0.051988, 0.068670
4096, 64, 0.057371, 0.052833, 0.067205
4096, 128, 0.055421, 0.052045, 0.063465
8192, 2, 0.409805, 0.385100, 0.445151
8192, 4, 0.279708, 0.270631, 0.294133
8192, 8, 0.262459, 0.249105, 0.283962
8192, 16, 0.269296, 0.261466, 0.283187
8192, 32, 0.274415, 0.267118, 0.286402
8192, 64, 0.253903, 0.248278, 0.264696
8192, 128, 0.253903, 0.229295, 0.243176
