2, 0, 0.10, 0.09, 1.9, 1.2, 0.4
4, 0, 0.10, 0.09, 1.9, 1.2, 0.4
8, 0, 0.10, 0.09, 1.9, 1.2, 0.4
16, 0, 0.10, 0.09, 1.9, 1.2, 0.4
32, 0, 0.09, 0.09, 1.9, 1.2, 0.4
64, 0, 0.09, 0.08, 1.8, 1.1, 0.3
128, 0, 0.07, 0.06, 1.6, 1.0, 0.3
256, 0, 0.04, 0.04, 1.2, 0.8, 0.2
512, 0, 0.01, 0.01, 1.0, 0.6, 0.2
1024, 0, 0.00, 0.00, 5.3, 0.6, 0.2
2048, 0, 0.00, 0.00, 4.9, 0.8, 0.2
4096, 0, 0.00, 0.00, 4.9, 0.8, 0.2
8192, 0, 0.00, 0.00, 5.4, 4.5, 1.3
4, 2, 0.10, 0.09, 1.9, 1.2, 0.4
8, 2, 0.10, 0.09, 1.9, 1.2, 0.4
8, 4, 0.10, 0.09, 1.9, 1.2, 0.4
16, 2, 0.10, 0.09, 1.9, 1.2, 0.4
16, 4, 0.10, 0.09, 1.9, 1.2, 0.4
16, 8, 0.10, 0.09, 1.9, 1.2, 0.4
32, 2, 0.09, 0.09, 1.9, 1.2, 0.4
32, 4, 0.09, 0.09, 1.9, 1.2, 0.4
32, 8, 0.09, 0.09, 1.9, 1.2, 0.4
32, 16, 0.09, 0.09, 1.9, 1.2, 0.4
64, 2, 0.09, 0.08, 1.7, 1.1, 0.3
64, 4, 0.09, 0.08, 1.7, 1.1, 0.3
64, 8, 0.09, 0.08, 1.7, 1.1, 0.3
64, 16, 0.09, 0.08, 1.7, 1.1, 0.3
64, 32, 0.09, 0.08, 1.7, 1.1, 0.3
128, 2, 0.07, 0.06, 1.4, 0.9, 0.3
128, 4, 0.07, 0.06, 1.5, 0.9, 0.3
128, 8, 0.07, 0.06, 1.5, 0.9, 0.3
128, 16, 0.07, 0.06, 1.5, 1.0, 0.3
128, 32, 0.07, 0.06, 1.5, 1.0, 0.3
128, 64, 0.07, 0.06, 1.6, 1.0, 0.3
256, 2, 0.03, 0.03, 1.0, 0.6, 0.2
256, 4, 0.03, 0.03, 1.1, 0.7, 0.2
256, 8, 0.04, 0.03, 1.1, 0.7, 0.2
256, 16, 0.04, 0.03, 1.2, 0.7, 0.2
256, 32, 0.04, 0.03, 1.2, 0.7, 0.2
256, 64, 0.04, 0.03, 1.2, 0.7, 0.2
256, 128, 0.04, 0.03, 1.2, 0.7, 0.2
512, 2, 0.01, 0.01, 0.7, 0.5, 0.2
512, 4, 0.01, 0.01, 0.9, 0.5, 0.2
512, 8, 0.01, 0.01, 1.3, 0.6, 0.2
512, 16, 0.01, 0.01, 1.1, 0.6, 0.2
512, 32, 0.01, 0.01, 1.0, 0.6, 0.2
512, 64, 0.01, 0.01, 1.0, 0.6, 0.2
512, 128, 0.01, 0.01, 1.0, 0.6, 0.2
1024, 2, 0.00, 0.00, 2.2, 0.4, 0.1
1024, 4, 0.00, 0.00, 1.5, 0.5, 0.2
1024, 8, 0.00, 0.00, 1.2, 0.5, 0.2
1024, 16, 0.00, 0.00, 1.0, 0.5, 0.2
1024, 32, 0.00, 0.00, 1.0, 0.5, 0.2
1024, 64, 0.00, 0.00, 0.9, 0.5, 0.2
1024, 128, 0.00, 0.00, 0.9, 0.5, 0.2
2048, 2, 0.00, 0.00, 2.0, 0.6, 0.2
2048, 4, 0.00, 0.00, 1.4, 0.7, 0.2
2048, 8, 0.00, 0.00, 1.2, 0.7, 0.2
2048, 16, 0.00, 0.00, 1.0, 0.8, 0.2
2048, 32, 0.00, 0.00, 1.0, 0.8, 0.2
2048, 64, 0.00, 0.00, 4.0, 0.8, 0.2
2048, 128, 0.00, 0.00, 4.6, 0.8, 0.2
4096, 2, 0.00, 0.00, 2.2, 0.6, 0.2
4096, 4, 0.00, 0.00, 1.5, 0.7, 0.2
4096, 8, 0.00, 0.00, 1.2, 0.9, 0.3
4096, 16, 0.00, 0.00, 1.0, 0.9, 0.3
4096, 32, 0.00, 0.00, 3.4, 0.9, 0.3
4096, 64, 0.00, 0.00, 4.5, 0.8, 0.2
4096, 128, 0.00, 0.00, 4.7, 0.8, 0.2
8192, 2, 0.00, 0.00, 2.2, 1.9, 0.6
8192, 4, 0.00, 0.00, 1.5, 1.4, 0.4
8192, 8, 0.00, 0.00, 1.2, 1.1, 0.3
8192, 16, 0.00, 0.00, 2.3, 1.0, 0.3
8192, 32, 0.00, 0.00, 4.2, 0.9, 0.3
8192, 64, 0.00, 0.00, 4.7, 0.8, 0.2
8192, 128, 0.00, 0.00, 4.7, 0.8, 0.2
