2, 0, 0.000001, 0.000000, 0.000002
4, 0, 0.000001, 0.000000, 0.000003
8, 0, 0.000001, 0.000000, 0.000002
16, 0, 0.000001, 0.000000, 0.000005
32, 0, 0.000002, 0.000001, 0.000012
64, 0, 0.000004, 0.000002, 0.000012
128, 0, 0.000014, 0.000009, 0.000123
256, 0, 0.000061, 0.000037, 0.000152
512, 0, 0.000406, 0.000166, 0.001355
1024, 0, 0.002708, 0.001449, 0.004662
2048, 0, 0.015195, 0.013091, 0.017654
4096, 0, 0.118059, 0.113109, 0.152153
8192, 0, 0.674755, 0.659462, 0.689792
4, 2, 0.000001, 0.000000, 0.000005
8, 2, 0.000001, 0.000000, 0.000004
8, 4, 0.000001, 0.000001, 0.000004
16, 2, 0.000001, 0.000001, 0.000004
16, 4, 0.000002, 0.000001, 0.000003
16, 8, 0.000001, 0.000000, 0.000005
32, 2, 0.000003, 0.000002, 0.000006
32, 4, 0.000003, 0.000001, 0.000006
32, 8, 0.000002, 0.000001, 0.000007
32, 16, 0.000002, 0.000001, 0.000005
64, 2, 0.000007, 0.000003, 0.000056
64, 4, 0.000004, 0.000002, 0.000010
64, 8, 0.000004, 0.000003, 0.000008
64, 16, 0.000003, 0.000002, 0.000024
64, 32, 0.000003, 0.000002, 0.000006
128, 2, 0.000019, 0.000012, 0.000062
128, 4, 0.000019, 0.000010, 0.000040
128, 8, 0.000015, 0.000009, 0.000048
128, 16, 0.000013, 0.000009, 0.000048
128, 32, 0.000013, 0.000008, 0.000029
128, 64, 0.000013, 0.000009, 0.000021
256, 2, 0.000082, 0.000047, 0.000181
256, 4, 0.000094, 0.000041, 0.000306
256, 8, 0.000093, 0.000044, 0.000248
256, 16, 0.000061, 0.000036, 0.000192
256, 32, 0.000085, 0.000039, 0.000450
256, 64, 0.000063, 0.000037, 0.000162
256, 128, 0.000067, 0.000036, 0.000236
512, 2, 0.000449, 0.000208, 0.001739
512, 4, 0.000382, 0.000179, 0.001226
512, 8, 0.000332, 0.000161, 0.001512
512, 16, 0.000311, 0.000151, 0.001278
512, 32, 0.000317, 0.000164, 0.000750
512, 64, 0.000396, 0.000166, 0.001972
512, 128, 0.000368, 0.000164, 0.001792
1024, 2, 0.002626, 0.001250, 0.004819
1024, 4, 0.002041, 0.000869, 0.003740
1024, 8, 0.001943, 0.000732, 0.003898
1024, 16, 0.001822, 0.000736, 0.003564
1024, 32, 0.001822, 0.000766, 0.003932
1024, 64, 0.001973, 0.000897, 0.003592
1024, 128, 0.002290, 0.000954, 0.005227
2048, 2, 0.013552, 0.010647, 0.016312
2048, 4, 0.012616, 0.007283, 0.014732
2048, 8, 0.010955, 0.006758, 0.013891
2048, 16, 0.011438, 0.006684, 0.015493
2048, 32, 0.011676, 0.006470, 0.014722
2048, 64, 0.012917, 0.008796, 0.015269
2048, 128, 0.013431, 0.011941, 0.015100
4096, 2, 0.085411, 0.082040, 0.091708
4096, 4, 0.060368, 0.056015, 0.063179
4096, 8, 0.055910, 0.052419, 0.060086
4096, 16, 0.055055, 0.051741, 0.065320
4096, 32, 0.056742, 0.052397, 0.073928
4096, 64, 0.056543, 0.052912, 0.065164
4096, 128, 0.055296, 0.052262, 0.061940
8192, 2, 0.410482, 0.390500, 0.441856
8192, 4, 0.288368, 0.263817, 0.352904
8192, 8, 0.287582, 0.255905, 0.585143
8192, 16, 0.269395, 0.261505, 0.367873
8192, 32, 0.272829, 0.266302, 0.292677
8192, 64, 0.251378, 0.245820, 0.259208
8192, 128, 0.251378, 0.230687, 0.272726
